fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231118 072847	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1715	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.038762903628424	0.619953681621229	560	25959	4731	77306548.2258871	22
20231118 073515	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1365	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0380717851395046	0.561025706648265	733	19611	5168	76931686.1569215	23
20231118 073717	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	175	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.233407562572158	0.56966293972458	938	20592	4159	75999083.958021	24
20231118 073833	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	199	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.280002940385689	0.898427504961312	391	28224	4955	75342826.0869565	25
20231118 074846	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3726	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0363087101767984	0.222728061866936	675	25443	5388	76872985.5072464	26
20231118 075144	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1202	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0740349818474418	0.65515293722942	229	42939	5022	74915105.4472764	27
20231118 075612	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1711	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0483703032806942	0.821668461945239	715	27197	5022	77025810.0949525	28
20231118 075733	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	247	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.250664937088989	0.833072674468569	642	27290	4564	76212599.7001499	29
20231118 080124	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2616	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0409311422142846	0.0235385493394775	346	27745	4942	72666709.6451774	30
20231118 080321	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	68	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.196474615664631	0.929092181487189	859	3603	4278	74056438.7806097	31
20231118 080509	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	302	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.254745337230542	0.255372322096583	131	29989	5496	75435526.2368816	32
20231118 081025	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2264	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.120105234314215	0.148289693224452	158	36299	5105	73888428.2858571	33
20231118 081255	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	463	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0642201481528466	0.0431742568786525	529	2968	4631	73130266.3668166	34
20231118 081859	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1616	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0530407996138293	0.471541448825556	897	47365	4797	75546277.3613193	35
20231118 082339	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2162	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0629645528922852	0.0927456468447914	419	24437	4380	76109135.4322839	36
20231118 082506	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	388	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.254527406912181	0.695354462138367	448	45473	5709	74196820.089955	37
20231118 082706	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	202	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.189887567086912	0.988956178130939	98	4865	5015	73080787.1064468	38
20231118 082848	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	263	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.128283726663733	0.891895621770362	267	13106	4649	75200608.195902	39
20231118 083049	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	709	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.155338962775428	0.67587250118826	51	44158	5654	74669416.2918541	40
20231118 083216	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	251	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.161679433267247	0.889651079161333	865	21892	5315	75645914.5427286	41
20231118 083334	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	70	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.298680960503863	0.867783310995586	760	11573	4919	74204341.3293353	42
20231118 083529	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	63	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.214369113239035	0.2851186957014	1001	4377	5344	71981465.2673663	43
20231118 084132	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3153	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0224487680524922	0.0404643659158466	67	12009	4847	75393718.6406797	44
20231118 084352	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	479	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.129046229472378	0.25174042025513	909	22643	5435	74715519.7401299	45
20231118 084831	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	412	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.179985172713016	0.601174703354975	322	315	4614	71214683.6581709	46
20231118 085024	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	542	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.130513336939582	0.943301835615908	1005	33065	4368	74535104.4477761	47
20231118 085153	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	572	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.159970142027072	0.0419227285647387	144	23765	5126	73634941.5292354	48
20231118 085944	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1007	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0741814955647362	0.935203334273697	476	1951	4681	74700386.3068466	49
20231118 090132	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	539	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.297768735146946	0.139165354672539	288	46668	4019	68406410.2948526	50
20231118 090648	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1920	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0402601900382545	0.677189185229961	668	19830	5017	77869325.8370815	51
20231118 091307	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	497	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0394201575185959	0.568242943189413	695	2014	4856	75937035.4822589	52
20231118 092116	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3090	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0280836658405758	0.605665314691364	691	36732	5581	75864534.2328836	53
20231118 093110	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3353	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0361647557211168	0.586329485919379	10	19576	4528	78770226.8865567	54
20231118 093700	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1950	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0201255434667695	0.736694351255396	235	16911	4756	78176265.8670665	55
20231118 094314	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2924	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0200682317535365	0.128054862902139	11	7811	4619	74503441.7791104	56
20231118 094928	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1632	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.041591517237557	0.587479312851308	187	27231	5131	76777892.5537231	57
20231118 095757	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3107	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0230519858517152	0.616224362492228	142	21329	5441	77335688.6556722	58
20231118 100519	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2589	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0201342466439832	0.759172580558468	686	17185	4694	76751295.3523238	59
20231118 100837	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	775	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.118067631238144	0.449373106113889	9	19393	4722	78060382.8085957	60
20231118 102136	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4554	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0201042960574764	0.396892253867919	8	8082	5027	76490980.009995	61
20231118 102318	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	195	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.296479904551516	0.457204720413622	8	23486	5501	74665473.7631184	62
20231118 102606	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	457	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0863757346276118	0.589266888877845	954	19629	5029	77113801.5992004	63
20231118 103648	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3339	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0415375340135477	0.507196810199869	8	22611	4664	77544803.5982009	64
20231118 104129	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1357	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0798499197322934	0.581507866125348	8	30310	4686	75876620.6896552	65
20231118 105532	619	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5121	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0278630587498584	0.585235264591358	9	14193	4336	77057735.1324338	66
